session_id,timestamp,game_id,hand_num,street,hero_cards,board,hero_position,pot_size,amount_to_call,stack,equity_pct,pot_odds_pct,ev_pct,decision,opp_vpip,opp_pfr,opp_af,result_dollars,result_bb,showdown_seen,stack_start,stack_end
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:24,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:24,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:55,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:55,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:55,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:56,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,90.0,10.0,5412,0.0,10.0,-10.0,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:57,,2,PREFLOP,Ac 6d,,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:58,,2,PREFLOP,Ac 6d,,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:58,,2,PREFLOP,Ac 6d,,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:58,,2,PREFLOP,Ac 6d,,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:58,,2,PREFLOP,Ac 6d,,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:22:22,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:22:23,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:22:23,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:22:23,,2,FLOP,Ac 6d,Js 8s Jd,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:08,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:08,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:09,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:10,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:10,,2,TURN,Ac 6d,Js 8s Jd 2d,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:23,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:23,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:23,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:23,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:23,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:23,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Call,,,,,,,,
e2bd9435,2026-06-08T17:23:24,,2,RIVER,Ac 6d,Js 8s Jd 2d 5s,BTN,5100.0,10.0,5402,0.0,0.2,-0.2,Fold,,,,,,,,
