session_id,timestamp,game_id,hand_num,street,hero_cards,board,hero_position,pot_size,amount_to_call,stack,equity_pct,pot_odds_pct,ev_pct,decision,opp_vpip,opp_pfr,opp_af,result_dollars,result_bb,showdown_seen,stack_start,stack_end
e2bd9435,2026-06-08T17:21:21,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:21,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:21,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:21,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:21,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:21,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:22,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
e2bd9435,2026-06-08T17:21:23,46ed843eacd826459b9b1a5e028f8b,1,PREFLOP,Ac 6d,,BTN,35.0,10.0,5422,0.0,22.22,-22.22,Fold,,,,,,,,
